Header Information
Time Stamp;2025-03-12-01-25-36.185471
Frame Counter;6088
Flag State;0
Temperature Unit;Celsius
Chip Temperature;65.26
Flag Temperature;39.06
Box Temperature;39.06
Optics Temperature;0.00
Lens Position;0

Image Data
683.4;688.7;689.1;689.4;694.1;696.0;692.3;698.6;700.4;703.0;701.6;701.1;701.5;701.4;702.5;701.1;696.6;695.3;696.2;694.3
677.8;680.7;683.5;684.8;686.7;688.9;688.9;694.9;692.5;696.4;692.6;695.5;697.0;695.6;694.3;693.2;693.0;688.9;690.1;686.3
674.4;675.8;677.2;677.7;680.6;685.0;685.9;690.3;687.7;688.2;689.4;691.4;692.0;689.2;686.7;687.5;684.2;683.4;684.4;678.8
667.5;668.7;671.5;675.2;673.8;679.1;679.4;679.4;684.3;685.2;684.2;686.4;685.8;686.9;682.1;680.3;678.0;676.5;676.5;676.3
662.5;664.2;665.4;666.6;669.4;673.0;674.1;674.6;676.9;678.6;679.7;682.8;681.0;680.6;677.5;676.9;676.4;673.9;674.2;667.0
655.7;658.9;659.1;659.6;664.0;664.3;667.6;670.7;674.4;671.1;672.7;673.8;674.7;672.2;672.9;672.4;669.3;668.7;669.8;667.3
650.8;652.8;657.6;658.1;656.9;657.5;659.1;664.9;664.5;665.3;665.4;664.8;665.7;668.6;665.1;667.4;662.8;662.9;660.5;660.5
647.0;650.2;650.0;653.1;654.0;654.2;655.0;655.8;658.0;660.0;657.5;661.7;659.0;658.1;660.8;659.8;659.6;654.6;656.4;659.0
644.6;645.7;644.8;646.2;648.9;650.8;648.1;651.1;651.4;653.0;655.2;656.9;654.4;655.3;654.2;654.4;652.5;650.3;651.0;651.8
639.5;639.8;642.0;643.1;643.5;644.8;645.5;645.6;647.7;645.0;647.5;651.1;649.9;646.9;648.2;648.6;648.9;648.7;648.1;647.7
